text,polarity,subjectivity,Date,retweet count
RT @amtgpt2008: @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after #IndianAirForce...,0.1,0.4,2019-03-02 13:54:29,30
RT @amtgpt2008: @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after #IndianAirForce...,0.1,0.4,2019-03-02 13:52:28,30
RT @amtgpt2008: @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after #IndianAirForce...,0.1,0.4,2019-03-02 13:51:36,30
RT @amtgpt2008: @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after #IndianAirForce...,0.1,0.4,2019-03-02 13:47:46,30
RT @amtgpt2008: @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after #IndianAirForce...,0.1,0.4,2019-03-02 13:47:20,30
RT @amtgpt2008: @RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after #IndianAirForce...,0.1,0.4,2019-03-02 13:46:50,30
"Did Masood Azhar die in the #IAF strike on #Balakot?

Is the #Pakistan establishment working towards the 'Soft Land... https://t.co/E0D6itdvrc",0.1,0.35,2019-03-02 13:40:09,19
RT @guest31012198: Can crow eater @HamidMirPAK or isis poop swimmer @BDUTT @MoeedNj confirm or take interview of #MasoodAzharDEAD ? @Klasra...,0.0,0.0,2019-03-02 13:35:57,14
RT @guest31012198: Can crow eater @HamidMirPAK or isis poop swimmer @BDUTT @MoeedNj confirm or take interview of #MasoodAzharDEAD ? @Klasra...,0.0,0.0,2019-03-02 13:32:00,14
RT @guest31012198: Can crow eater @HamidMirPAK or isis poop swimmer @BDUTT @MoeedNj confirm or take interview of #MasoodAzharDEAD ? @Klasra...,0.0,0.0,2019-03-02 13:29:39,14
Can crow eater @HamidMirPAK or isis poop swimmer @BDUTT @MoeedNj confirm or take interview of #MasoodAzharDEAD ?... https://t.co/QLTiXQ6vDG,0.0,0.0,2019-03-02 13:28:43,14
@RavinarIN @ImranKhanPTI @IAF_MCC @PMOIndia @TimesNow @republic The complete silence of #MasoodAzhar after... https://t.co/XTcMGQhUVb,0.1,0.4,2019-03-02 13:00:00,30
#MasoodAzharDEAD can GOI @narendramodi @Swamy39 please confirm?. Our media houses doesn't do any investigation anym... https://t.co/vxswnMfxFh,0.0,0.0,2019-03-02 12:23:40,2
"#WelcomeBackAbhinandan  God bless!! 
[?]
But I doubt abt ""Peace"" untill we avenge for Ur Martyrs.. we need... https://t.co/8NraS4rNst",0.0,0.0,2019-02-28 12:32:26,6
"#WelcomeBackAbhinandan  God bless!! 
[?]
But I doubt abt ""Peace"" untill we avenge for Ur Martyrs.. we need... https://t.co/hYK083VnWm",0.0,0.0,2019-02-28 12:31:08,1
